instrumentalness,acousticness,valence,loudness,danceability,track,artist,target,mode_0,mode_1
0.0161,0.667,0.585,-10.725,0.43799999999999994,Hum Allah Hum Allah Hum Allah,Pharoah Sanders,0,1,0
0.00364,0.37799999999999995,0.96,-11.572000000000001,0.7190000000000001,Alabam,Cowboy Copas,1,0,1
0.0,0.491,0.7979999999999999,-10.697000000000001,0.562,In My Father's House - Live,Harry Belafonte,0,1,0
0.0,0.46299999999999997,0.638,-9.072000000000001,0.586,Tossing & Turning,The Ivy League,1,0,1
0.00182,0.899,0.835,-4.746,0.62,Mokka Jonna Thotalo,P. Susheela,0,0,1
6.55e-05,0.72,0.9640000000000001,-11.610999999999999,0.7,"Hickory, Dick And Doc",Bobby Vee,1,0,1
0.0446,0.551,0.948,-3.4139999999999997,0.632,Strange I Know,The Marvelettes,1,0,1
3.81e-06,0.135,0.626,-11.284,0.748,Cara-Lin,The Strangeloves,1,0,1
0.0,0.7609999999999999,0.45,-16.129,0.5489999999999999,Personne,Serge Gainsbourg,0,0,1
0.000919,0.977,0.096,-17.119,0.354,"The Bartered Bride, Act II: ""Eine gibt es hier im Dorf""",Staatskapelle Dresden,0,0,1
0.0252,0.716,0.51,-9.027999999999999,0.414,Afternoon in Paris,Sonny Rollins,0,1,0
0.0,0.084,0.491,-8.896,0.579,Nothing But Heartaches,The Supremes,1,0,1
0.00183,0.21,0.585,-9.835,0.486,"God, Country And My Baby",Johnny Burnette,1,0,1
2.27e-05,0.0139,0.506,-6.95,0.637,Na Na Hey Hey Kiss Him Goodbye,Steam,1,0,1
0.8240000000000001,0.887,0.0639,-11.517000000000001,0.135,"Heia, in den Bergen liegt mein Heimatland",Vienna State Opera Orchestra,0,1,0
0.0781,0.836,0.7809999999999999,-11.514000000000001,0.648,Psycho,Bobby Hendricks,1,1,0
0.0,0.727,0.831,-8.706,0.58,C'est Si Bon (It's So Good),Conway Twitty,1,0,1
0.0,0.26,0.912,-3.199,0.377,She Loves You,The Beatles,1,1,0
0.415,0.0741,0.813,-12.355,0.5670000000000001,Highway #2 (Travelin' Lady),Elmer Bernstein,0,0,1
0.0,0.165,0.5329999999999999,-13.607999999999999,0.42,I Don't Know Why,Stevie Wonder,1,0,1
0.0,0.618,0.828,-4.854,0.624,Monster Monkey,John Zacherle,0,1,0
0.0,0.757,0.614,-7.744,0.638,Toada Da Saudade,Marinês E Sua Gente,0,0,1
0.0005690000000000001,0.894,0.233,-12.748,0.29,I Love You Because,Al Martino,1,0,1
0.0,0.19,0.7559999999999999,-10.405999999999999,0.6829999999999999,Ecstasy,Ben E. King,1,0,1
0.69,0.9520000000000001,0.20600000000000002,-20.315,0.213,Amore mio aiutami - Version 4,Piero Piccioni,0,0,1
0.354,0.242,0.0766,-29.914,0.162,Yuri Approaches Lara's Apartment,Maurice Jarre,0,0,1
0.000196,0.126,0.462,-5.687,0.5670000000000001,Don't Make Promises - Bonus Track,Krokodil,0,0,1
0.00826,0.965,0.475,-15.943,0.39399999999999996,Tómate una Copa,Javier Solís,0,0,1
2.6000000000000002e-05,0.612,0.7709999999999999,-6.524,0.556,Can You Jerk Like Me,The Contours,1,0,1
0.0,0.7929999999999999,0.688,-9.631,0.344,Angel,Johnny Tillotson,1,0,1
0.006540000000000001,0.941,0.157,-10.658,0.306,Alfie,Cilla Black,1,0,1
0.0,0.773,0.747,-8.13,0.5660000000000001,Sur le chemin du retour,Charles Aznavour,0,1,0
0.943,0.985,0.0817,-22.329,0.094,Amore in fiore,Piero Piccioni,0,1,0
0.0156,0.83,0.818,-9.156,0.616,Big Boy Pete,The Olympics,1,0,1
2.95e-06,0.615,0.48200000000000004,-4.692,0.40399999999999997,"Charles, Anjo 45",Jorge Ben Jor,0,0,1
1.1e-05,0.8079999999999999,0.764,-13.312000000000001,0.505,Bata Rhythm,Julio Gutierrez,0,0,1
0.0,0.052000000000000005,0.9229999999999999,-5.1339999999999995,0.33,Who'll Be The Next In Line,The Kinks,1,1,0
0.000272,0.809,0.233,-13.184000000000001,0.465,Burning Bridges,Jack Scott,1,0,1
0.0024,0.8,0.155,-10.950999999999999,0.177,Here In My Heart,Al Martino,1,1,0
0.44799999999999995,0.691,0.28800000000000003,-22.234,0.522,"Our Man Flint: Man Does Not Live By Bread Alone - From ""Our Man Flint""",Jerry Goldsmith,0,0,1
3.41e-06,0.774,0.95,-11.59,0.633,Marche des grooms,Michel Legrand,0,0,1
0.00229,0.879,0.7859999999999999,-11.805,0.446,Al Vent - En Directe,Raimon,0,1,0
0.13,0.524,0.585,-14.31,0.431,Zero Hour,David Lindup,0,0,1
0.0085,0.987,0.0577,-15.448,0.18100000000000002,Deep River,Traditional,0,0,1
0.00385,0.809,0.871,-10.035,0.638,You Didn't Have To Be So Nice,The Lovin' Spoonful,1,1,0
0.0,0.0522,0.3,-10.989,0.48,Flower Punk,Frank Zappa,0,0,1
0.8290000000000001,0.376,0.7120000000000001,-5.7,0.5379999999999999,Without You,Johnny Tillotson,1,0,1
0.0,0.7190000000000001,0.43799999999999994,-8.681000000000001,0.43799999999999994,Half Heaven - Half Heartache,Gene Pitney,1,0,1
0.008140000000000001,0.48700000000000004,0.58,-8.923,0.387,Aquarius,Gerald Wilson Orchestra,0,1,0
0.21100000000000002,0.9670000000000001,0.0387,-14.117,0.193,End Titles,Jerry Goldsmith,0,1,0
0.0,0.953,0.312,-22.698,0.321,Sweet Dreams (Of You),Patsy Cline,1,0,1
0.0,0.109,0.665,-11.448,0.537,I Can Make It With You,Pozo Seco Singers,1,0,1
0.0,0.747,0.521,-10.561,0.379,Alejandra,Vicente Fernández,0,1,0
8.37e-06,0.866,0.325,-9.105,0.369,Ballade pour toi (Ce que je cherche est en toi),Michel Polnareff,0,0,1
0.326,0.113,0.688,-17.714000000000002,0.725,Mustang Sally,Wilson Pickett,1,0,1
0.259,0.79,0.0619,-28.739,0.36200000000000004,"Our Man Flint: Never Mind, You'd Love It - From ""Our Man Flint""",Jerry Goldsmith,0,0,1
0.9059999999999999,0.207,0.9209999999999999,-13.837,0.435,Batman Theme,The Marketts,1,0,1
7.27e-06,0.35700000000000004,0.6809999999999999,-8.913,0.609,Where There's Woman - Mono,Captain Beefheart & His Magic Band,0,1,0
0.0,0.0987,0.907,-6.377000000000001,0.604,Let's Twist Again,Chubby Checker,1,0,1
0.8290000000000001,0.038,0.5670000000000001,-10.815,0.43799999999999994,Just A Little Bit,Blue Cheer,1,1,0
0.0,0.741,0.759,-7.9110000000000005,0.625,Só Danço Samba,Carmelia Alves,0,0,1
8.67e-06,0.124,0.387,-12.142999999999999,0.304,Bracelets Of Fingers,The Pretty Things,0,0,1
0.0,0.583,0.769,-13.023,0.565,House For Everyone,Traffic,0,0,1
0.19399999999999998,0.9,0.0368,-14.802999999999999,0.192,Les Alpes: Les glaciers,Jean Prodromidès,0,1,0
3.66e-06,0.779,0.32899999999999996,-9.31,0.315,Club Verde,Vicente Fernández,0,0,1
0.89,0.982,0.0366,-29.836,0.14,Fumeux fume - Voice,Traditional,0,1,0
6.12e-06,0.281,0.5489999999999999,-9.133,0.519,Forever,The Little Dippers,1,0,1
0.000126,0.841,0.445,-14.556,0.6509999999999999,Heart In Hand,Brenda Lee,1,0,1
0.00933,0.575,0.8079999999999999,-11.58,0.428,Brother Love's Travelling Salvation Show,Neil Diamond,1,0,1
0.0,0.522,0.9079999999999999,-8.481,0.562,I'll Hold Out My Hand,The Clique,1,0,1
3.37e-05,0.903,0.684,-9.709,0.718,Ojitos Verdes,Victor Jara,0,1,0
5.3400000000000004e-05,0.841,0.618,-10.113999999999999,0.524,Por Mi Culpa,Javier Solís,0,0,1
0.0,0.855,0.772,-6.5089999999999995,0.484,Las Moscas,Joan Manuel Serrat,0,0,1
0.0,0.8140000000000001,0.531,-9.501,0.445,What The World Needs Now Is Love,Jackie DeShannon,1,0,1
2.92e-06,0.765,0.9229999999999999,-12.482999999999999,0.502,Nylon,Lord Melody,0,0,1
0.0144,0.89,0.95,-12.71,0.494,Shagu,Mulatu Astatke,0,1,0
8.83e-06,0.9420000000000001,0.466,-18.601,0.546,"Die Zauberflöte, K.620 / Erster Aufzug: ""Der Vogelfänger bin ich ja""",Wolfgang Amadeus Mozart,0,0,1
0.0,0.456,0.8059999999999999,-10.892999999999999,0.599,Petticoat White (Summer Sky Blue),Bobby Vinton,1,0,1
0.8109999999999999,0.6609999999999999,0.965,-15.091,0.381,Lullaby Of The Leaves,The Ventures,1,1,0
0.898,0.904,0.774,-16.673,0.579,There Will Never Be Another You,Bud Powell,0,1,0
1.01e-05,0.526,0.287,-11.045,0.431,T'ain't Nothin' To Me,The Coasters,1,0,1
0.268,0.09699999999999999,0.183,-12.556,0.275,Eu e a Brisa / Viola Enluarada,Peter Thomas,0,0,1
0.000147,0.6559999999999999,0.818,-7.75,0.565,I Can't Stop Dancing,Archie Bell & The Drells,1,0,1
0.127,0.0156,0.7070000000000001,-10.626,0.595,Baby It's You,Smith,1,1,0
6.93e-06,0.95,0.415,-11.115,0.368,Worry,Johnny Tillotson,1,0,1
0.0,0.6829999999999999,0.925,-11.875,0.555,Feel So Fine,Johnny Preston,1,0,1
0.498,0.9259999999999999,0.317,-15.786,0.701,Leaky Faucet,Jerry Goldsmith,0,0,1
0.895,0.7170000000000001,0.8079999999999999,-11.467,0.358,"Medley: Hark, The Herald Angels Sing / O Come All Ye Faithful - Instrumental",John Fahey,0,0,1
4.46e-06,0.037000000000000005,0.49700000000000005,-6.327000000000001,0.441,I've Gotta Get A Message To You,Bee Gees,1,1,0
0.9079999999999999,0.98,0.349,-11.957,0.49700000000000005,If Ever I Would Leave You - Rudy Van Gelder Edition/Digital Remaster/24 Bit Mastering/1998,Kenny Dorham,0,0,1
0.369,0.769,0.505,-19.175,0.586,Hallies Jazz,Elmer Bernstein,0,1,0
2.91e-06,0.764,0.865,-8.231,0.45899999999999996,Yambu - Live,Tito Rodriguez,0,0,1
5.11e-05,0.731,0.884,-9.519,0.525,You Never Can Tell,Chuck Berry,1,0,1
6.57e-05,0.242,0.6659999999999999,-9.437999999999999,0.6579999999999999,Oh Yeah,The Shadows Of Knight,1,0,1
0.539,0.14,0.444,-9.617,0.424,Trust Us - Take 9,Captain Beefheart & His Magic Band,0,1,0
0.0051600000000000005,0.24,0.519,-12.999,0.805,(The Lament Of The Cherokee) Indian Reservation,Don Fardon,1,0,1
0.975,0.9440000000000001,0.11599999999999999,-18.225,0.405,Dirty Dishes,Jerry Goldsmith,0,0,1
0.9520000000000001,0.961,0.139,-20.708000000000002,0.304,Western générique - Version Live,Royal Philharmonic Orchestra,0,1,0
0.0,0.272,0.615,-10.850999999999999,0.711,I Heard It Through The Grapevine,Marvin Gaye,1,1,0
0.0,0.8,0.865,-6.591,0.593,Pretty Little Baby,Marvin Gaye,1,1,0
0.853,0.991,0.0473,-32.85,0.24600000000000002,Allons Gai Gai Gai,John Barry,0,1,0
0.9059999999999999,0.9159999999999999,0.0519,-16.461,0.201,Barocco,Piero Piccioni,0,1,0
0.00018700000000000002,0.802,0.37200000000000005,-12.827,0.256,Cry,Ronnie Dove,1,0,1
2.69e-06,0.39299999999999996,0.541,-11.040999999999999,0.253,Say You Love Me,The Impressions,1,0,1
0.0,0.825,0.483,-19.217,0.649,There's Something On Your Mind (Part 2),Bobby Marchan,1,0,1
0.03,0.568,0.289,-13.423,0.254,L'amore Dice Ciao (Main Titles),Armando Trovajoli,0,0,1
7.900000000000001e-05,0.491,0.562,-10.48,0.569,Morning,Sérgio Mendes,0,1,0
0.0,0.833,0.5,-15.366,0.5660000000000001,Tears And Roses,Al Martino,1,0,1
0.109,0.9490000000000001,0.532,-12.245,0.41700000000000004,"L'Elisir d'amore, 'Elixir of Love' (1988 Digital Remaster), Act I: Andiam Belcore",Gaetano Donizetti,0,0,1
0.0,0.10800000000000001,0.44799999999999995,-20.219,0.753,Home from Abroad,Laurie Lee,0,1,0
0.0,0.8009999999999999,0.511,-17.444000000000003,0.439,It Can't Happen Here,Frank Zappa,0,1,0
0.0,0.9740000000000001,0.35600000000000004,-24.822,0.696,Love Poems: Love's Progress / The Surly One / The Swan / Memory,Theodore Roethke,0,1,0
2.47e-06,0.8220000000000001,0.42100000000000004,-12.634,0.40700000000000003,There Goes My Everything,Engelbert Humperdinck,1,0,1
9.2e-05,0.825,0.184,-19.137999999999998,0.433,On Your Own Again,Scott Walker,0,1,0
0.0,0.7170000000000001,0.847,-8.274,0.67,It Will Stand,The Showmen,1,1,0
2.09e-05,0.156,0.9309999999999999,-11.154000000000002,0.63,I'm the Urban Spaceman - 2007 Remaster,The Bonzo Dog Band,0,0,1
0.618,0.659,0.0383,-22.677,0.292,I Francobolli,Ennio Morricone,0,0,1
0.000376,0.903,0.29100000000000004,-22.719,0.47700000000000004,Cycles,Frank Sinatra,1,0,1
0.00677,0.489,0.895,-12.46,0.565,Two-Bit Manchild,Neil Diamond,1,0,1
2.98e-06,0.792,0.494,-8.229,0.45,I Know A Place,Petula Clark,1,0,1
0.456,0.009640000000000001,0.743,-7.132999999999999,0.703,Give It Up Or Turnit A Loose,James Brown,1,1,0
0.0,0.667,0.446,-10.898,0.452,Funny Familiar Forgotten Feelings,Tom Jones,1,0,1
0.0,0.644,0.512,-8.367,0.376,Love Is All We Need,Mel Carter,1,0,1
4.7499999999999996e-05,0.456,0.313,-13.088,0.266,Ching Miau - Rudy Van Gelder Remaster,Yusef Lateef,0,1,0
4.13e-05,0.311,0.87,-9.439,0.409,Regent Street,I Marc 4,0,0,1
0.24600000000000002,0.7959999999999999,0.2,-9.902999999999999,0.294,My Yiddische Momme,Jiří Malásek,0,1,0
0.159,0.757,0.469,-8.73,0.47200000000000003,YOUR HEAD IS REELING,Ultimate Spinach,0,1,0
4.5600000000000004e-05,0.0886,0.667,-6.3260000000000005,0.62,Um Rostinho de Criança (I Don't Care What They Say),Leno e Lilian,0,1,0
0.0,0.265,0.9259999999999999,-9.891,0.718,Real Humdinger,J.J. Barnes,1,1,0
0.254,0.8640000000000001,0.616,-16.782,0.645,Inquietacao (Inquietude),Luiz Bonfá,0,1,0
0.0022,0.905,0.12,-22.947,0.26899999999999996,Sailor Man - Live,Harry Belafonte,0,0,1
0.0,0.805,0.55,-10.952,0.71,West Side Story: Act II: I Feel Pretty,Leonard Bernstein,0,0,1
0.0,0.26,0.8370000000000001,-10.458,0.741,"Little Darling, I Need You",Marvin Gaye,1,0,1
0.0519,0.8690000000000001,0.9440000000000001,-5.6979999999999995,0.535,Traigo El Coco Seco,Tito Puente,0,1,0
0.0,0.8740000000000001,0.486,-11.599,0.42100000000000004,Golondrina Presumida,Amalia Mendoza,0,0,1
0.00022400000000000002,0.33799999999999997,0.6609999999999999,-7.9079999999999995,0.46299999999999997,See,The Rascals,1,0,1
0.0389,0.922,0.27699999999999997,-25.866999999999997,0.617,La saison des pluies,Serge Gainsbourg,0,1,0
